age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
35,1.86," Rp1,860,000 ",Bachelor,0,Contract,0.75," Rp750,000 ",21.99," Rp21,990,000 ",Retired,Motorcycle,Suburban,14.03," Rp14,030,000 ",0.04," Rp40,000.00 "
68,1.16," Rp1,160,000 ",Master,2,Owned,0.94," Rp940,000 ",2.58," Rp2,580,000 ",Retired,Motorcycle,Urban,21.57," Rp21,570,000 ",2.99," Rp2,990,708.68 "
22,15.68," Rp15,680,000 ",ES,3,Owned,5.88," Rp5,880,000 ",12.91," Rp12,910,000 ",Student,Car,Suburban,4.5," Rp4,500,000 ",0.29," Rp290,000.00 "
64,2.38," Rp2,380,000 ",SHS,3,Owned,0.77," Rp770,000 ",10.42," Rp10,420,000 ",Unemployment,Car,Rural,11.9," Rp11,900,000 ",1.78," Rp1,780,000.00 "
42,2.37," Rp2,370,000 ",SHS,2,Parents,1.71," Rp1,710,000 ",11.15," Rp11,150,000 ",Employment,Car,Suburban,12.91," Rp12,910,000 ",4.04," Rp4,040,000.00 "
19,1.44," Rp1,440,000 ",SHS,2,Leased,1.27," Rp1,270,000 ",57.44," Rp57,440,000 ",Unemployment,Car,Rural,6.41," Rp6,410,000 ",1.4," Rp1,400,000.00 "
27,14.19," Rp14,190,000 ",SHS,2,Leased,5.07," Rp5,070,000 ",8.59," Rp8,590,000 ",Student,Car,Urban,3.01," Rp3,010,000 ",10.43," Rp10,430,000.00 "
47,5.33," Rp5,330,000 ",SHS,4,Leased,3.35," Rp3,350,000 ",95.66," Rp95,660,000 ",Retired,Motorcycle and Car,Urban,14.18," Rp14,180,000 ",7.76," Rp7,760,000.00 "
67,6.5," Rp6,500,000 ",SHS,1,Owned,2.48," Rp2,480,000 ",15.46," Rp15,460,000 ",Employment,Car,Suburban,0.52," Rp520,000 ",3.31," Rp3,310,000.00 "
62,13.13," Rp13,130,000 ",Diploma,2,Owned,8.22," Rp8,220,000 ",36.96," Rp36,960,000 ",Self-Employment,Car,Urban,0.86," Rp860,000 ",9.08," Rp9,080,000.00 "
22,3.12," Rp3,120,000 ",SHS,1,Parents,2.26," Rp2,260,000 ",8.58," Rp8,580,000 ",Employment,Motorcycle,Rural,1.24," Rp1,240,000 ",8.51," Rp8,510,000.00 "
50,5.86," Rp5,860,000 ",JHS,0,Parents,6.61," Rp6,614,334 ",1.77," Rp1,770,000 ",Self-Employment,Motorcycle,Urban,3.83," Rp3,830,000 ",2.0," Rp2,000,000.00 "
18,1.2," Rp1,200,000 ",Bachelor,2,Contract,0.98," Rp980,000 ",1.76," Rp1,760,000 ",Retired,Motorcycle,Urban,3.54," Rp3,540,000 ",0.33," Rp330,000.00 "
35,2.03," Rp2,030,000 ",SHS,4,Owned,1.68," Rp1,680,000 ",17.07," Rp17,070,000 ",Employment,Motorcycle,Urban,3.82," Rp3,820,000 ",4.49," Rp4,490,000.00 "
49,9.9," Rp9,900,000 ",Bachelor,0,Owned,5.94," Rp5,940,000 ",53.16," Rp53,160,000 ",Employment,Car,Suburban,1.02," Rp1,020,000 ",7.7," Rp7,700,000.00 "
64,8.28," Rp8,280,000 ",SHS,3,Contract,5.39," Rp5,390,000 ",6.27," Rp6,274,897 ",Retired,Motorcycle,Urban,5.46," Rp5,460,000 ",13.09," Rp13,090,000.00 "
66,3.16," Rp3,160,000 ",Bachelor,2,Contract,6.68," Rp6,676,188 ",23.37," Rp23,370,000 ",Retired,Motorcycle,Urban,6.6," Rp6,600,000 ",0.19," Rp190,000.00 "
28,3.36," Rp3,360,000 ",Bachelor,3,Contract,2.14," Rp2,140,000 ",16.57," Rp16,570,000 ",Employment,Motorcycle,Urban,21.38," Rp21,380,000 ",2.59," Rp2,590,000.00 "
38,4.81," Rp4,810,000 ",SHS,3,Leased,4.74," Rp4,740,000 ",21.13," Rp21,130,000 ",Student,Motorcycle and Car,Urban,26.47," Rp26,470,000 ",5.75," Rp5,750,000.00 "
43,1.0," Rp1,000,000 ",SHS,1,Contract,0.43," Rp430,000 ",4.86," Rp4,860,000 ",Retired,Motorcycle,Rural,4.05," Rp4,050,000 ",3.06," Rp3,060,000.00 "
42,2.38," Rp2,380,000 ",Master,3,Owned,2.55," Rp2,550,000 ",1.46," Rp1,460,000 ",Unemployment,No Vehicle,Rural,32.57," Rp32,570,000 ",1.27," Rp1,270,000.00 "
39,2.17," Rp2,170,000 ",Bachelor,2,Owned,8.70," Rp8,704,373 ",1.55," Rp1,550,000 ",Retired,Motorcycle,Urban,6.45," Rp6,450,000 ",4.52," Rp4,520,000.00 "
44,2.44," Rp2,440,000 ",Master,0,Owned,8.02," Rp8,015,922 ",5.67," Rp5,670,000 ",Self-Employment,Motorcycle,Suburban,18.36," Rp18,360,000 ",10.51," Rp10,510,000.00 "
66,9.2," Rp9,200,000 ",Bachelor,4,Contract,10.08," Rp10,080,000 ",4.81," Rp4,810,000 ",Employment,Car,Suburban,0.06," Rp60,000 ",14.47," Rp14,470,000.00 "
30,2.64," Rp2,640,000 ",Diploma,0,Owned,2.9," Rp2,900,000 ",2.7," Rp2,700,000 ",Employment,Car,Suburban,0.86," Rp860,000 ",24.58," Rp24,580,000.00 "
50,2.06," Rp2,060,000 ",SHS,3,Owned,1.46," Rp1,460,000 ",6.15," Rp6,150,000 ",Student,Motorcycle,Rural,5.53," Rp5,530,000 ",2.43," Rp2,430,000.00 "
51,4.51," Rp4,510,000 ",SHS,2,Leased,2.39," Rp2,390,000 ",15.27," Rp15,270,000 ",Self-Employment,No Vehicle,Suburban,5.03," Rp5,030,000 ",3.02," Rp3,020,353.17 "
58,11.04," Rp11,040,000 ",Master,2,Owned,9.33," Rp9,330,000 ",59.72," Rp59,720,000 ",Retired,Car,Rural,6.21," Rp6,210,000 ",8.21," Rp8,210,000.00 "
52,2.38," Rp2,380,000 ",SHS,2,Owned,1.11," Rp1,110,000 ",51.09," Rp51,090,000 ",Employment,Motorcycle,Urban,3.07," Rp3,070,000 ",5.83," Rp5,830,000.00 "
18,1.41," Rp1,410,000 ",ES,1,Owned,1.43," Rp1,430,000 ",5.13," Rp5,134,238 ",Self-Employment,No Vehicle,Rural,8.56," Rp8,560,000 ",2.15," Rp2,147,582.34 "
38,3.2," Rp3,200,000 ",Bachelor,3,Contract,3.01," Rp3,010,000 ",1.37," Rp1,370,000 ",Student,Motorcycle and Car,Suburban,13.44," Rp13,440,000 ",2.26," Rp2,260,000.00 "
65,7.88," Rp7,880,000 ",Bachelor,3,Leased,8.01," Rp8,010,000 ",108.68," Rp108,680,000 ",Employment,Motorcycle and Car,Urban,0.00, Rp-   ,1.26," Rp1,260,000.00 "
23,5.0," Rp5,000,000 ",SHS,3,Leased,3.45," Rp3,450,000 ",12.94," Rp12,940,000 ",Student,Car,Rural,7.91," Rp7,910,000 ",7.54," Rp7,540,000.00 "
45,9.49," Rp9,490,000 ",SHS,2,Parents,7.61," Rp7,610,000 ",76.61," Rp76,610,000 ",Student,No Vehicle,Suburban,2.7," Rp2,700,000 ",2.95," Rp2,950,000.00 "
34,17.04," Rp17,040,000 ",SHS,0,Owned,6.69," Rp6,690,000 ",15.43," Rp15,430,000 ",Unemployment,Motorcycle,Suburban,21.75," Rp21,750,000 ",2.19," Rp2,186,252.85 "
22,8.87," Rp8,870,000 ",ES,0,Contract,8.15," Rp8,150,000 ",5.61," Rp5,605,469 ",Retired,Motorcycle,Suburban,23.92," Rp23,920,000 ",10.29," Rp10,290,000.00 "
48,5.63," Rp5,630,000 ",Bachelor,4,Contract,4.16," Rp4,160,000 ",11.86," Rp11,860,000 ",Student,No Vehicle,Urban,12.42," Rp12,420,000 ",2.11," Rp2,110,000.00 "
22,4.4," Rp4,400,000 ",SHS,4,Contract,6.86," Rp6,863,268 ",19.46," Rp19,460,000 ",Self-Employment,Car,Urban,1.83," Rp1,830,000 ",7.3," Rp7,300,000.00 "
55,1.2," Rp1,200,000 ",Bachelor,4,Contract,1.27," Rp1,270,000 ",15.35," Rp15,350,000 ",Employment,No Vehicle,Rural,30.37," Rp30,370,000 ",3.02," Rp3,020,000.00 "
20,21.78," Rp21,780,000 ",Bachelor,4,Contract,21.67," Rp21,670,000 ",4.97," Rp4,970,000 ",Unemployment,Motorcycle,Rural,13.45," Rp13,450,000 ",4.81," Rp4,810,000.00 "
40,3.42," Rp3,420,000 ",Diploma,3,Owned,2.67," Rp2,670,000 ",28.86," Rp28,860,000 ",Unemployment,Motorcycle,Rural,1.08," Rp1,080,000 ",8.81," Rp8,810,000.00 "
54,1.83," Rp1,830,000 ",SHS,2,Leased,1.13," Rp1,130,000 ",1.13," Rp1,130,000 ",Student,Motorcycle,Suburban,8.69," Rp8,690,000 ",1.77," Rp1,770,000.00 "
54,6.49," Rp6,490,000 ",SHS,3,Leased,4.55," Rp4,550,000 ",9.0," Rp9,000,000 ",Student,Motorcycle,Rural,9.63," Rp9,630,000 ",9.12," Rp9,120,000.00 "
27,2.67," Rp2,670,000 ",SHS,2,Leased,1.64," Rp1,640,000 ",40.79," Rp40,790,000 ",Unemployment,Motorcycle and Car,Urban,8.97," Rp8,970,000 ",1.15," Rp1,150,000.00 "
27,5.41," Rp5,410,000 ",SHS,1,Owned,2.36," Rp2,360,000 ",13.97," Rp13,970,000 ",Student,Motorcycle and Car,Urban,7.66," Rp7,660,000 ",2.75," Rp2,750,000.00 "
36,5.42," Rp5,420,000 ",Bachelor,1,Owned,4.78," Rp4,780,000 ",1.62," Rp1,620,000 ",Employment,Motorcycle,Rural,0.72," Rp720,000 ",1.61," Rp1,610,000.00 "
34,3.95," Rp3,950,000 ",SHS,3,Owned,3.64," Rp3,640,000 ",4.65," Rp4,650,000 ",Student,No Vehicle,Urban,2.18," Rp2,180,000 ",0.08," Rp80,000.00 "
38,10.04," Rp10,040,000 ",Bachelor,2,Leased,11.79," Rp11,790,000 ",2.32," Rp2,320,000 ",Employment,Car,Urban,0.00, Rp-   ,0.06," Rp60,000.00 "
31,2.54," Rp2,540,000 ",JHS,2,Owned,1.8," Rp1,800,000 ",6.5," Rp6,500,000 ",Employment,Motorcycle and Car,Suburban,14.76," Rp14,760,000 ",1.09," Rp1,090,000.00 "
26,3.98," Rp3,980,000 ",SHS,1,Contract,4.77," Rp4,770,000 ",3.61," Rp3,610,000 ",Employment,Motorcycle and Car,Rural,8.35," Rp8,350,000 ",2.12," Rp2,123,247.04 "
63,4.86," Rp4,860,000 ",Master,3,Leased,8.70," Rp8,702,581 ",24.89," Rp24,890,000 ",Employment,Motorcycle,Suburban,8.79," Rp8,790,000 ",3.72," Rp3,720,000.00 "
18,33.32," Rp33,320,000 ",Diploma,1,Owned,5.75," Rp5,750,000 ",21.54," Rp21,540,000 ",Student,No Vehicle,Urban,3.55," Rp3,550,000 ",1.92," Rp1,920,000.00 "
68,8.66," Rp8,660,000 ",SHS,1,Leased,10.35," Rp10,350,000 ",2.9," Rp2,900,000 ",Retired,Car,Suburban,3.9," Rp3,900,000 ",2.93," Rp2,930,000.00 "
62,3.51," Rp3,510,000 ",SHS,2,Contract,3.08," Rp3,080,000 ",11.78," Rp11,780,000 ",Self-Employment,Motorcycle,Rural,1.39," Rp1,390,000 ",5.63," Rp5,630,000.00 "
30,6.19," Rp6,190,000 ",JHS,4,Contract,4.38," Rp4,380,000 ",7.02," Rp7,020,000 ",Retired,Motorcycle,Rural,26.39," Rp26,390,000 ",11.0," Rp11,000,000.00 "
21,1.82," Rp1,820,000 ",Bachelor,0,Contract,1.39," Rp1,390,000 ",7.51," Rp7,514,235 ",Student,No Vehicle,Suburban,10.67," Rp10,670,000 ",1.5," Rp1,500,000.00 "
18,14.49," Rp14,490,000 ",SHS,1,Leased,15.37," Rp15,370,000 ",17.16," Rp17,160,000 ",Self-Employment,Motorcycle,Suburban,3.13," Rp3,130,000 ",10.61," Rp10,610,000.00 "
66,3.41," Rp3,410,000 ",Diploma,1,Contract,3.91," Rp3,910,000 ",45.79," Rp45,790,000 ",Self-Employment,Motorcycle,Urban,0.00, Rp-   ,2.64," Rp2,640,000.00 "
57,7.54," Rp7,540,000 ",Diploma,2,Leased,5.34," Rp5,340,000 ",45.52," Rp45,520,000 ",Unemployment,Motorcycle,Urban,19.14," Rp19,140,000 ",2.04," Rp2,040,000.00 "
49,1.1," Rp1,100,000 ",Master,3,Leased,1.09," Rp1,090,000 ",10.66," Rp10,660,000 ",Student,Motorcycle,Suburban,12.07," Rp12,070,000 ",4.2," Rp4,200,000.00 "
51,2.15," Rp2,150,000 ",SHS,2,Owned,2.45," Rp2,450,000 ",9.99," Rp9,990,000 ",Employment,Car,Suburban,3.27," Rp3,270,000 ",2.2," Rp2,200,000.00 "
45,4.34," Rp4,340,000 ",JHS,2,Parents,2.4," Rp2,400,000 ",14.6," Rp14,600,000 ",Unemployment,Motorcycle and Car,Suburban,2.46," Rp2,460,000 ",1.72," Rp1,720,000.00 "
48,11.53," Rp11,530,000 ",Diploma,0,Leased,8.58," Rp8,580,000 ",12.85," Rp12,850,000 ",Student,No Vehicle,Rural,1.13," Rp1,130,000 ",11.51," Rp11,510,000.00 "
25,4.75," Rp4,750,000 ",ES,0,Parents,5.68," Rp5,680,000 ",1.28," Rp1,280,000 ",Retired,Car,Suburban,5.14," Rp5,140,000 ",2.6," Rp2,600,000.00 "
56,14.29," Rp14,290,000 ",JHS,1,Contract,8.83," Rp8,830,000 ",17.29," Rp17,290,000 ",Retired,No Vehicle,Suburban,26.01," Rp26,010,000 ",0.82," Rp820,000.00 "
43,4.31," Rp4,310,000 ",ES,3,Contract,3.7," Rp3,700,000 ",17.58," Rp17,580,000 ",Self-Employment,Motorcycle and Car,Rural,2.22," Rp2,220,000 ",2.83," Rp2,830,000.00 "
51,4.37," Rp4,370,000 ",SHS,1,Owned,3.9," Rp3,900,000 ",11.97," Rp11,970,000 ",Self-Employment,Car,Urban,6.55," Rp6,550,000 ",1.71," Rp1,710,000.00 "
20,1.64," Rp1,640,000 ",SHS,2,Contract,0.72," Rp720,000 ",10.69," Rp10,690,000 ",Self-Employment,Motorcycle,Urban,0.1," Rp100,000 ",2.01," Rp2,013,388.02 "
67,9.11," Rp9,110,000 ",SHS,1,Leased,9.35," Rp9,350,000 ",5.53," Rp5,531,101 ",Unemployment,Motorcycle,Suburban,18.57," Rp18,570,000 ",5.15," Rp5,150,000.00 "
29,2.42," Rp2,420,000 ",Master,1,Leased,1.63," Rp1,630,000 ",7.32," Rp7,321,978 ",Retired,Motorcycle,Urban,9.71," Rp9,710,000 ",0.08," Rp80,000.00 "
18,12.49," Rp12,490,000 ",Bachelor,2,Owned,9.37," Rp9,370,000 ",33.89," Rp33,890,000 ",Retired,Motorcycle,Urban,3.86," Rp3,860,000 ",7.75," Rp7,750,000.00 "
61,13.09," Rp13,090,000 ",ES,2,Parents,8.75," Rp8,745,495 ",61.51," Rp61,510,000 ",Retired,Motorcycle and Car,Suburban,1.37," Rp1,370,000 ",3.15," Rp3,150,000.00 "
22,15.35," Rp15,350,000 ",JHS,2,Parents,10.28," Rp10,280,000 ",33.23," Rp33,230,000 ",Retired,Motorcycle and Car,Urban,9.95," Rp9,950,000 ",3.44," Rp3,439,830.45 "
47,4.67," Rp4,670,000 ",Diploma,0,Owned,2.77," Rp2,770,000 ",8.07," Rp8,066,229 ",Retired,No Vehicle,Urban,7.69," Rp7,690,000 ",0.74," Rp740,000.00 "
47,6.65," Rp6,650,000 ",Bachelor,2,Owned,8.95," Rp8,951,064 ",28.48," Rp28,480,000 ",Retired,Car,Suburban,41.12," Rp41,120,000 ",2.87," Rp2,870,000.00 "
34,8.54," Rp8,540,000 ",ES,0,Owned,5.23," Rp5,230,000 ",3.73," Rp3,730,000 ",Self-Employment,Car,Rural,6.34," Rp6,340,000 ",3.39," Rp3,390,000.00 "
65,1.7," Rp1,700,000 ",Bachelor,3,Owned,1.17," Rp1,170,000 ",5.15," Rp5,150,000 ",Unemployment,Car,Suburban,1.72," Rp1,720,000 ",0.21," Rp210,000.00 "
64,5.59," Rp5,590,000 ",Diploma,1,Parents,2.22," Rp2,220,000 ",4.31," Rp4,310,000 ",Unemployment,Motorcycle and Car,Suburban,18.8," Rp18,800,000 ",0.97," Rp970,000.00 "
40,1.17," Rp1,170,000 ",SHS,1,Contract,1.24," Rp1,240,000 ",7.78," Rp7,780,000 ",Employment,Motorcycle,Rural,22.5," Rp22,500,000 ",3.01," Rp3,007,550.75 "
32,4.44," Rp4,440,000 ",Master,3,Owned,2.98," Rp2,980,000 ",8.77," Rp8,770,000 ",Unemployment,Motorcycle,Suburban,1.09," Rp1,090,000 ",0.99," Rp990,000.00 "
54,1.84," Rp1,840,000 ",Bachelor,3,Leased,0.69," Rp690,000 ",33.34," Rp33,340,000 ",Self-Employment,Motorcycle,Suburban,17.54," Rp17,540,000 ",1.93," Rp1,930,000.00 "
38,2.01," Rp2,010,000 ",Bachelor,1,Owned,2.03," Rp2,030,000 ",8.95," Rp8,950,000 ",Unemployment,Motorcycle,Urban,3.03," Rp3,030,000 ",2.86," Rp2,857,817.13 "
31,3.27," Rp3,270,000 ",SHS,1,Owned,1.04," Rp1,040,000 ",25.98," Rp25,980,000 ",Unemployment,Motorcycle,Suburban,7.73," Rp7,730,000 ",4.9," Rp4,900,000.00 "
19,3.83," Rp3,830,000 ",Diploma,1,Leased,3.21," Rp3,210,000 ",46.83," Rp46,830,000 ",Unemployment,Motorcycle,Urban,8.99," Rp8,990,000 ",3.99," Rp3,990,000.00 "
28,5.88," Rp5,880,000 ",Diploma,1,Contract,5.48," Rp5,480,000 ",2.43," Rp2,430,000 ",Unemployment,Motorcycle,Rural,22.54," Rp22,540,000 ",9.31," Rp9,310,000.00 "
68,1.39," Rp1,390,000 ",SHS,2,Leased,0.66," Rp660,000 ",0.01," Rp10,000 ",Employment,Motorcycle,Rural,1.72," Rp1,720,000 ",1.35," Rp1,350,000.00 "
56,4.5," Rp4,500,000 ",Diploma,0,Parents,1.88," Rp1,880,000 ",43.9," Rp43,900,000 ",Self-Employment,Car,Rural,0.2," Rp200,000 ",18.67," Rp18,670,000.00 "
55,2.01," Rp2,010,000 ",JHS,3,Owned,0.81," Rp810,000 ",5.44," Rp5,440,000 ",Retired,Motorcycle and Car,Urban,9.08," Rp9,080,000 ",1.24," Rp1,240,000.00 "
51,5.27," Rp5,270,000 ",JHS,1,Contract,6.29," Rp6,290,000 ",3.33," Rp3,330,000 ",Self-Employment,No Vehicle,Rural,9.93," Rp9,930,000 ",3.39," Rp3,390,000.00 "
55,6.07," Rp6,070,000 ",SHS,4,Contract,5.95," Rp5,950,000 ",7.0," Rp7,000,000 ",Student,Motorcycle,Suburban,33.62," Rp33,620,000 ",16.58," Rp16,580,000.00 "
67,5.07," Rp5,070,000 ",Bachelor,3,Owned,9.27," Rp9,274,911 ",4.12," Rp4,120,000 ",Self-Employment,Car,Urban,1.05," Rp1,050,000 ",2.03," Rp2,030,000.00 "
51,7.7," Rp7,700,000 ",Master,2,Owned,5.44," Rp5,435,324 ",31.56," Rp31,560,000 ",Employment,Motorcycle,Suburban,5.24," Rp5,240,000 ",0.91," Rp910,000.00 "
35,42.44," Rp42,440,000 ",SHS,2,Contract,2.69," Rp2,690,000 ",20.13," Rp20,130,000 ",Retired,No Vehicle,Urban,12.42," Rp12,420,000 ",2.61," Rp2,610,000.00 "
47,8.24," Rp8,240,000 ",Diploma,5,Parents,5.87," Rp5,870,000 ",3.66," Rp3,660,000 ",Unemployment,Motorcycle,Urban,8.12," Rp8,120,000 ",1.33," Rp1,330,000.00 "
32,3.83," Rp3,830,000 ",JHS,4,Owned,2.08," Rp2,080,000 ",17.52," Rp17,520,000 ",Employment,Motorcycle,Urban,30.79," Rp30,790,000 ",6.9," Rp6,900,000.00 "
44,4.31," Rp4,310,000 ",Master,0,Owned,6.96," Rp6,963,279 ",4.67," Rp4,670,000 ",Self-Employment,Motorcycle,Urban,0.00, Rp-   ,12.65," Rp12,650,000.00 "
68,6.22," Rp6,220,000 ",Diploma,4,Owned,6.25," Rp6,250,000 ",4.4," Rp4,400,000 ",Retired,Motorcycle,Urban,1.58," Rp1,580,000 ",9.72," Rp9,720,000.00 "
51,1.09," Rp1,090,000 ",Bachelor,5,Leased,1.2," Rp1,200,000 ",18.1," Rp18,100,000 ",Unemployment,Motorcycle,Rural,9.52," Rp9,520,000 ",3.50," Rp3,503,167.84 "
69,47.35," Rp47,350,000 ",Bachelor,2,Owned,7.21," Rp7,212,653 ",21.85," Rp21,850,000 ",Retired,Motorcycle and Car,Suburban,9.91," Rp9,910,000 ",15.08," Rp15,080,000.00 "
55,5.82," Rp5,820,000 ",SHS,2,Owned,2.08," Rp2,080,000 ",7.57," Rp7,567,940 ",Student,Car,Urban,6.27," Rp6,270,000 ",6.65," Rp6,650,000.00 "
50,2.85," Rp2,850,000 ",SHS,1,Parents,7.17," Rp7,171,067 ",28.83," Rp28,830,000 ",Retired,Motorcycle,Urban,13.48," Rp13,480,000 ",7.1," Rp7,100,000.00 "
41,1.45," Rp1,450,000 ",Master,2,Contract,0.98," Rp980,000 ",36.31," Rp36,310,000 ",Unemployment,Motorcycle,Rural,4.07," Rp4,070,000 ",3.99," Rp3,990,000.00 "
32,1.48," Rp1,480,000 ",ES,1,Owned,0.84," Rp840,000 ",49.62," Rp49,620,000 ",Employment,Motorcycle,Suburban,3.2," Rp3,200,000 ",2.34," Rp2,340,000.00 "
47,13.83," Rp13,830,000 ",Diploma,1,Owned,5.06," Rp5,060,000 ",19.67," Rp19,670,000 ",Retired,Motorcycle,Suburban,2.08," Rp2,080,000 ",1.45," Rp1,450,000.00 "
59,6.84," Rp6,840,000 ",Master,2,Owned,4.85," Rp4,850,000 ",8.58," Rp8,584,593 ",Retired,Motorcycle,Urban,9.33," Rp9,330,000 ",3.18," Rp3,180,000.00 "
68,1.68," Rp1,680,000 ",SHS,0,Owned,0.81," Rp810,000 ",27.6," Rp27,600,000 ",Student,Motorcycle,Suburban,16.32," Rp16,320,000 ",8.17," Rp8,170,000.00 "
34,3.21," Rp3,210,000 ",Bachelor,2,Contract,1.16," Rp1,160,000 ",2.28," Rp2,280,000 ",Employment,No Vehicle,Suburban,0.3," Rp300,000 ",1.86," Rp1,860,000.00 "
22,5.49," Rp5,490,000 ",Master,4,Contract,4.9," Rp4,900,000 ",4.0," Rp4,000,000 ",Self-Employment,No Vehicle,Rural,1.75," Rp1,750,000 ",11.03," Rp11,030,000.00 "
46,10.03," Rp10,030,000 ",Bachelor,2,Contract,8.18," Rp8,180,000 ",35.77," Rp35,770,000 ",Employment,Motorcycle,Suburban,19.15," Rp19,150,000 ",0.79," Rp790,000.00 "
21,1.22," Rp1,220,000 ",JHS,1,Leased,1.27," Rp1,270,000 ",48.34," Rp48,340,000 ",Self-Employment,Motorcycle,Suburban,0.22," Rp220,000 ",0.25," Rp250,000.00 "
27,2.35," Rp2,350,000 ",SHS,1,Parents,1.34," Rp1,340,000 ",1.38," Rp1,380,000 ",Unemployment,No Vehicle,Suburban,0.00, Rp-   ,3.49," Rp3,490,000.00 "
34,12.02," Rp12,020,000 ",ES,3,Contract,5.08," Rp5,080,000 ",7.48," Rp7,480,000 ",Self-Employment,Motorcycle,Rural,7.24," Rp7,240,000 ",2.69," Rp2,692,657.54 "
27,1.05," Rp1,050,000 ",Bachelor,1,Leased,0.66," Rp660,000 ",19.84," Rp19,840,000 ",Unemployment,Car,Urban,4.57," Rp4,570,000 ",9.03," Rp9,030,000.00 "
34,2.12," Rp2,120,000 ",Bachelor,0,Owned,2.12," Rp2,120,000 ",55.82," Rp55,820,000 ",Student,Motorcycle,Rural,0.00, Rp-   ,0.74," Rp740,000.00 "
37,16.97," Rp16,970,000 ",Diploma,1,Parents,8.78," Rp8,780,000 ",16.91," Rp16,910,000 ",Unemployment,Car,Suburban,10.56," Rp10,560,000 ",0.76," Rp760,000.00 "
41,5.75," Rp5,750,000 ",SHS,4,Owned,3.04," Rp3,040,000 ",34.41," Rp34,410,000 ",Student,No Vehicle,Suburban,2.08," Rp2,080,000 ",2.58," Rp2,575,265.03 "
22,2.52," Rp2,520,000 ",ES,4,Owned,1.09," Rp1,090,000 ",51.22," Rp51,220,000 ",Employment,No Vehicle,Suburban,4.13," Rp4,130,000 ",7.74," Rp7,740,000.00 "
51,1.35," Rp1,350,000 ",SHS,4,Leased,1.6," Rp1,600,000 ",14.64," Rp14,640,000 ",Retired,Car,Rural,0.91," Rp910,000 ",2.0," Rp2,000,000.00 "
23,1.14," Rp1,140,000 ",Bachelor,3,Leased,1.33," Rp1,330,000 ",26.98," Rp26,980,000 ",Unemployment,Motorcycle and Car,Urban,0.99," Rp990,000 ",2.03," Rp2,030,000.00 "
19,2.4," Rp2,400,000 ",Master,2,Contract,2.14," Rp2,140,000 ",21.72," Rp21,720,000 ",Unemployment,Motorcycle,Suburban,39.9," Rp39,900,000 ",12.96," Rp12,960,000.00 "
30,11.66," Rp11,660,000 ",Bachelor,3,Owned,5.75," Rp5,750,000 ",5.74," Rp5,741,674 ",Unemployment,Motorcycle,Suburban,0.4," Rp400,000 ",5.12," Rp5,120,000.00 "
60,3.69," Rp3,690,000 ",Bachelor,3,Leased,3.65," Rp3,650,000 ",14.56," Rp14,560,000 ",Employment,Motorcycle,Suburban,2.0," Rp2,000,000 ",13.33," Rp13,330,000.00 "
60,7.37," Rp7,370,000 ",Bachelor,2,Leased,8.71," Rp8,710,798 ",19.52," Rp19,520,000 ",Retired,Motorcycle,Urban,0.00, Rp-   ,1.37," Rp1,370,000.00 "
65,13.52," Rp13,520,000 ",Diploma,1,Contract,8.61," Rp8,609,723 ",16.17," Rp16,170,000 ",Unemployment,Motorcycle,Rural,8.95," Rp8,950,000 ",6.77," Rp6,770,000.00 "
28,3.62," Rp3,620,000 ",SHS,1,Leased,3.89," Rp3,890,000 ",20.31," Rp20,310,000 ",Student,Motorcycle,Suburban,0.00, Rp-   ,0.49," Rp490,000.00 "
68,2.06," Rp2,060,000 ",Master,2,Leased,1.21," Rp1,210,000 ",14.07," Rp14,070,000 ",Self-Employment,No Vehicle,Suburban,4.92," Rp4,920,000 ",5.47," Rp5,470,000.00 "
64,4.64," Rp4,640,000 ",Diploma,5,Parents,5.21," Rp5,210,000 ",5.03," Rp5,030,000 ",Employment,No Vehicle,Suburban,2.05," Rp2,050,000 ",2.82," Rp2,820,000.00 "
40,12.93," Rp12,930,000 ",SHS,1,Parents,14.34," Rp14,340,000 ",23.66," Rp23,660,000 ",Self-Employment,No Vehicle,Urban,6.72," Rp6,720,000 ",0.16," Rp160,000.00 "
33,9.16," Rp9,160,000 ",ES,2,Contract,7.26," Rp7,260,000 ",9.69," Rp9,690,000 ",Employment,No Vehicle,Suburban,14.76," Rp14,760,000 ",0.44," Rp440,000.00 "
48,1.34," Rp1,340,000 ",SHS,1,Contract,1.23," Rp1,230,000 ",5.63," Rp5,631,259 ",Unemployment,No Vehicle,Suburban,3.0," Rp3,000,000 ",14.12," Rp14,120,000.00 "
28,6.9," Rp6,900,000 ",SHS,1,Owned,4.62," Rp4,620,000 ",38.12," Rp38,120,000 ",Employment,No Vehicle,Suburban,1.85," Rp1,850,000 ",7.68," Rp7,680,000.00 "
33,5.24," Rp5,240,000 ",SHS,3,Contract,4.66," Rp4,660,000 ",4.0," Rp4,000,000 ",Employment,No Vehicle,Suburban,0.00, Rp-   ,8.07," Rp8,070,000.00 "
25,12.9," Rp12,900,000 ",JHS,4,Parents,10.24," Rp10,240,000 ",15.56," Rp15,560,000 ",Self-Employment,Motorcycle,Rural,7.35," Rp7,350,000 ",0.16," Rp160,000.00 "
